,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
17803,Yatagarasu Attack on Cataclysm Digital Art Pack,385640,Yatagarasu Dev Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17804,Yatagarasu Attack on Cataclysm Custom Voice Packs,382510,Yatagarasu Dev Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17805,Scraps: Modular Vehicle Combat,350150,Moment Studio,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17806,Yatagarasu Attack on Cataclysm Original Soundtrack,385650,Yatagarasu Dev Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17807,Marble Mayhem: Fragile Ball,370510,"Bimboosoft Co.,Ltd.",1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,2015
17808,Battle Fantasia -Revised Edition-,356910,"Arc System Works,DotEmu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17809,Gunpowder,375170,Rogue Rocket Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17810,Cricket Captain 2015,351050,Childish Things,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
17811,FSX: Steam Edition - Junker Ju87 Stuka Add-On,364327,First Class Simulations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17812,FSX: Steam Edition - Santa Barbara Airport (KSBA) Add-On,352188,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17813,Super Cyborg,341550,"Artur Games,Music by Darkman007",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17814,Clandestinity of Elsie,379320,"Cole Neumann,Albin Bernhardsson",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17815,Replay - VHS is not dead,333490,Team Replay,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17816,Replay - VHS is not dead - Original Soundtrack,385540,"Neko Entertainment,Team Replay",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17817,Galactic Civilizations III - Map Pack DLC,373980,Stardock Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17818,The Magic Circle,323380,Question,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17819,Gary Grigsby's War in the East,370540,2by3 Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010
17820,Cosmophony,370920,Bento-Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17821,Gary Grigsby's War in the East: Lost Battles,381200,2by3 Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013
17822,Gary Grigsby's War in the East: Don to the Danube,381201,2by3 Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2012
17823,Trove,304050,Trion Worlds,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2015
17824,The Red Solstice,265590,Ironward,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
17825,Trove - Arcanium Expedition Pack,380231,Trion Worlds,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2015
17826,FSX: Steam Edition - Inverness Airport (EGPE) Add-On,352184,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17827,Traverser,327520,Gatling Goat Studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17828,Train Simulator: WCML Trent Valley Route Add-On,325954,Thomson Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17829,Ground Control Anthology,254820,Massive Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000
17830,Weapons Genius,385400,JDM4iK,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
17831,Battle for Blood - Epic battles within 30 seconds!,384980,YFC games,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2015
17832,Ground Control II: Operation Exodus,254840,Massive Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004
17833,"Botology - Map ""Zerex"" for Survival Mode",385160,Black Lime Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17834,Ninjahtic,385230,Blaze Epic,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17835,Notch Original Soundtrack - Alpha Episode,355440,"Angels Blue Digital Entertainment,DigitalEZ",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17836,Crash Dive,365260,Panic Ensues Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
17837,Macabre,384950,Cornbread Juice Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17838,Buggy,379340,Urbanscan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
17839,Stronghold Crusader 2: The Templar and The Duke,349230,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
17840,Corrosion: Cold Winter Waiting [Enhanced Edition],349140,Viperante,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17841,Sacra Terra: Angelic Night,344440,Alawar Entertainment,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
17842,SECTOR,366960,UD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17843,"Witches, Heroes and Magic",378510,Michael Swan,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
17844,FSX: Steam Edition - Caernarfon Airport (EGCK) Add-On,352185,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17845,FSX: Steam Edition - Catalina Airport (KAVX) Add-On,352187,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17846,ROGUS - Kingdom of The Lost Souls,366350,IronDrop Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17847,FSX: Steam Edition - Augusta Airport (KAGS) Add-On,352189,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17848,Dragon's Prophet: Starter Pack,352991,Runewaker Entertainment,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2015
17849,Fragile Allegiance,383100,"Gremlin Interactive,Interplay Entertainment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997
17850,Quiplash,351510,"Jackbox Games, Inc.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17851,RONIN,274230,Tomasz Wacławek,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17852,The Escapists - Escape Team,376700,Mouldy Toof Studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17853,Incandescent,380550,Stephen Crabb,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17854,Warriors &amp; Castles,372380,Estudio Raed Wulf,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17855,Divide By Sheep,252130,"Victor Solodilov,Denis Novikov",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17856,Call of Duty®: Advanced Warfare - Supremacy,318793,"Sledgehammer Games,Raven Software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17857,Legends of Eisenwald,246760,Aterdux Entertainment,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
17858,Vector Thrust,242130,TimeSymmetry,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
17859,NotGTAV,369580,NotGames,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17860,Always The Same Blue Sky... Original Soundtrack,382170,Crimson Night,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17861,TOUKIDEN Kiwami - Mission Collection 1-3,379590,"KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17862,Loot Hero DX,294040,VaragtP,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17863,Unpossible,300400,"Acceleroto, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
17864,SUMICO - The Numbers Game,383190,Ludomotion,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17865,Subspace Continuum,352700,"Virgin Interactive Entertainment,PriitK",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2015
17866,Vapour,345440,Skobbejak Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17867,IPackThat Commercial Edition Upgrade,366930,Piranha Bytes Distribution UG&amp;Co KG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015
17868,Devouring Stars,354230,Nerial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17869,Infinifactory,300570,Zachtronics,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
17870,Devilry,382180,New State,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17871,Yargis - Space Melee,369040,PlazSoft,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17872,N2O: Nitrous Oxide,364840,Urbanscan,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
17873,Don'Yoku,380690,Dark-Spot Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17874,The Sandbox,265810,PIXOWL INC.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17875,Forest Warrior,378590,Inferno Studio,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17876,Sumo Revise,379290,"John Szymanski,Evan Szymanski,David Szymanski",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17877,Kings of Kung Fu,316930,Jae Lee Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17878,Pizza Express,375250,Onni Interactive,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2015
17879,Portal Stories: Mel,317400,Prism Game Studios Ltd.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015
17880,1 Blue Orb,359492,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17881,"Proud Souls (200,000)",359495,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17882,2 Blue Orbs,359493,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17883,"Red Orbs (300,000)",359497,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17884,Batman™: Arkham Knight,208650,Rocksteady Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17885,Super 3-D Noah's Ark,371180,"Wisdom Tree, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
17886,Curse of Mermos,352160,TEAM101,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
17887,Gilbert Goodmate and the Mushroom of Phungoria,365730,Prelusion Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
17888,Centauri Sector,355810,George Neguceanu,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17889,MotoGP™15: 4 Stroke Champions and Events,373200,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
17890,Kings of Kung Fu OST,382950,Jae Lee Productions,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17891,Medieval: Total War™ - Collection,345260,Creative Assembly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002
17892,SHOGUN: Total War™ - Collection,345240,Creative Assembly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000
17893,Total War: ATTILA - The Last Roman Campaign Pack,343462,Creative Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
17894,Lethis - Path of Progress,359230,Triskell Interactive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17895,Mighty Switch Force! Hyper Drive Edition,366970,WayForward,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17896,Dwarven Brawl Bros,367260,Dwarves Might Fly,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17897,METAL SLUG,366250,DotEmu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17898,Volstead,375760,Carlos Vázquez Ordóñez,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17899,Toukiden: Kiwami,363130,"KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17900,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,363090,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
17901,NOBUNAGA'S AMBITION: Tendou with Power Up Kit / 信長の野望・天道 with パワーアップキット,363110,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
17902,Tomb of Tyrants,340360,Jake Huhman,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17903,Cheats 4 Hire,374450,Travian Games GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
17904,Hostile Dimension,371410,Alrauna Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17905,Fantastic Pinball Thrills,373800,"Fancy Bytes, Reactor",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
17906,MotoGP™15,355130,Milestone S.r.l.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
17907,SpaceCorn,380580,"Henrique Pegacha,Rafael Lima,Nuno Guerreiro",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
17908,A-Men 2,294190,Bloober Team SA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17909,Botology,363610,Black Lime Studio,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17910,Celia's Quest,380120,Duckvalley Productions,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17911,Her Story,368370,Sam Barlow,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
17912,Super Chibi Knight,283080,PestoForce,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17913,Interstellar Rift,363360,Split Polygon,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
17914,Barony,371970,Turning Wheel LLC,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17915,Devil May Cry® 4 Special Edition,329050,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17916,Alarameth TD™,377280,Matt Gadient,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17917,Lady &amp; Trish Costumes,359496,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17918,S.Nero/Dante/Vergil,359491,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17919,Unlock All Modes,359490,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17920,Galagan's Island: Reprymian Rising,378850,Skinny Jean Death Studios,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17921,TANE DLC: Nickel Plate High Speed Freight Set,380740,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17922,Senran Kagura Mashup Set,358144,"Team NINJA,KOEI TECMO GAMES CO., LTD.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17923,OMSI 2 Add-on Chicago Downtown,361290,Darius Bode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17924,Hack RUN,378110,i273 LLC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2015
17925,Kholat: Original Soundtrack,380800,IMGN.PRO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17926,Eternal Senia,351640,Holy Priest,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2015
17927,Pro Cycling Manager 2015,322850,Cyanide Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2015
17928,Rugby League Team Manager 2015,367550,Alternative Software Ltd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2015
17929,TRIP Steam Edition,341540,Axel Shokk,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
17930,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 1,367871,"TT Games Ltd,Feral Interactive (Mac)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17931,Masterspace,282860,Master Technologies,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2015
17932,LEGO Jurassic World: Jurassic World DLC Pack,367870,"TT Games Ltd,Feral Interactive (Mac)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17933,LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,367872,"TT Games Ltd,Feral Interactive (Mac)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17934,Talisman - Character Pack #10 - Shaman,267782,Nomad Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
17935,Crowntakers - Undead Undertakings,352560,Bulwark Studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
17936,Shot In The Dark,372820,Technomancy Studios,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
17937,Awesomenauts - Gnariachi Skin,376370,Ronimo Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17938,Awesomenauts - The Scrolls of XiPang Announcer,376373,Ronimo Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17939,Monster Jam Battlegrounds,336250,Team6 game studios B.V.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2015
17940,Awesomenauts - Voltar Bonaparte Skin,376371,Ronimo Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17941,Starpoint Gemini 2: Origins,371060,Little Green Men Games,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2015
17942,Tokyo School Life - Original Soundtrack,374880,"M2 Co.,LTD",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17943,The Story Goes On,369560,Scarecrow Arts,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17944,Antisquad - DELUXE Upgrade,378330,InsGames,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17945,Weird Park Trilogy,372260,Alawar,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17946,Robo Miner,378570,reiti.net,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
17947,BiT Evolution,342020,Major Games,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17948,The Knobbly Crook: Chapter I - The Horse You Sailed In On,378300,Gnarled Scar Manipulations,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015
17949,Saturday Morning RPG Soundtrack,325640,"Vince DiCola,Kenny Meriedeth,Mighty Rabbit Studios",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2014
17950,Kholat,343710,IMGN.PRO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17951,Death Pirate,359300,Singe Studio,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17952,Frozen Cortex - Ultimate Tier DLC,283813,Mode 7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2015
17953,Frozen Cortex - Mega Tier DLC,283812,Mode 7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2015
17954,Frozen Cortex - Soundtrack DLC,283811,Mode 7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2015
17955,Project CARS - Limited Edition Upgrade,334770,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
17956,Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,374010,Zojoi Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17957,Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,376790,Zojoi Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17958,Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,376780,Zojoi Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17959,TransPlan,374410,Kittehface Software,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
17960,NEO AQUARIUM - The King of Crustaceans -,355240,Nussoft,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17961,Out of Reach,327090,Space Boat Studios,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2015
17962,Project CARS - Racing Icons Car Pack,334772,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2015
17963,DRAGON BALL Z: Resurrection ‘F’ pack,344463,DIMPS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17964,Chicken Invaders 3 - Christmas Edition,378620,InterAction studios,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17965,Quantum Conscience,375770,Woodsy Studio,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
17966,Eisenbahn X,335310,"TREND, Softpro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17967,Chicken Invaders 3 - Easter Edition,378621,InterAction studios,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17968,RPG Maker VX Ace - Adventurer's Final Journey,291472,Kairi Sawler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
17969,RPG Maker VX Ace - Dead or Alive,297643,PVGames,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
17970,RPG Maker VX Ace - Frontier Works: Horror Interior Tiles,356240,Frontier Works,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
17971,RPG Maker VX Ace - Rebel Rapture Music Pack,297642,Murray Atkinson,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
17972,Seduce Me the Otome,367120,Michaela Laws,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
17973,RPG Maker VX Ace - POP!: Horror City,297644,VexedEnigma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
17974,RPG Maker VX Ace - Time Fantasy,268614,Jason Perry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
17975,Little Cells,352210,Fully Bugged,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17976,Tap Heroes,371570,VaragtP,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
17977,S.K.I.L.L. - Special Force 2 - Recruit Pack,373590,"Dragonfly GF Co., LTD",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2015
17978,Sylvio,362860,Stroboskop,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
17979,AdvertCity,365800,VoxelStorm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2015
17980,CastleAbra,366570,CastleAbra Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
17981,MadOut,352170,Nuligine,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2015
17982,Tin Star,375130,Hosted Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2014
17983,Dungeoncraft,370750,Zinnusl,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2015
17984,Wimp: Who Stole My Pants?,331570,FlexileStudio,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
